	Index	Gene_name	Gene_list_index	Gene_list_name	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
327	328	March1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000036469	ENSMUST00000110258|ENSMUST00000155804|ENSMUST00000039540|ENSMUST00000110253|ENSMUST00000110255|ENSMUST00000178982|ENSMUST00000110259|ENSMUST00000098708|ENSMUST00000110256|ENSMUST00000072482|ENSMUST00000152320	NM_001166372|NM_001403894|NM_001363125|NM_001363124|NM_175188|NM_001403889|NM_001363123|NM_001166375|NM_001403885|NM_001403881|NM_001403878|NM_001403887|NM_001293784|NM_001403884|NM_001403879|NM_001403883|NM_001403882	MARCHF1		UP, ttest: 0.000357197176231771
328	329	Gm129	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038550	ENSMUST00000036418|ENSMUST00000161994|ENSMUST00000159739|ENSMUST00000161867|ENSMUST00000159863|ENSMUST00000161866	NM_001033302	CIART		UP, ttest: 0.000378034513631125
329	330	Trpv4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000014158	ENSMUST00000112219|ENSMUST00000141828|ENSMUST00000112222|ENSMUST00000071968|ENSMUST00000133019|ENSMUST00000212469|ENSMUST00000112225|ENSMUST00000112217	NM_022017	TRPV4		UP, ttest: 0.000384606073555651
330	331	Dgka	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025357	ENSMUST00000219834|ENSMUST00000026414|ENSMUST00000217957	NM_001372366|NM_001358745|NM_001358746|NM_001374028|NM_016811	DGKA		UP, ttest: 0.000402507916864753
331	332	Gab3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032750	ENSMUST00000129495|ENSMUST00000037374|ENSMUST00000114104|ENSMUST00000127024|ENSMUST00000114109	NM_001251890|NM_181584	GAB3		UP, ttest: 0.000404503690434947
332	333	E230029F23Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.000411758457605463
333	334	1500005N04Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032599	ENSMUST00000194875|ENSMUST00000193970|ENSMUST00000195580|ENSMUST00000193634|ENSMUST00000193055|ENSMUST00000192226|ENSMUST00000194782|ENSMUST00000192028|ENSMUST00000195514|ENSMUST00000085018|ENSMUST00000193560|ENSMUST00000192307	NM_029634|NM_001379601|NM_001379600|NM_001379602|NM_001379603	IP6K2		UP, ttest: 0.00042081372315318
334	335	Nmb	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025723	ENSMUST00000119428|ENSMUST00000149792|ENSMUST00000026817|ENSMUST00000146619	NM_001291280|NM_026523	NMB		UP, ttest: 0.000422608200041038
335	336	Setdb2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000071350	ENSMUST00000160904|ENSMUST00000095775|ENSMUST00000159640|ENSMUST00000111253|ENSMUST00000161459	NM_001320720|NM_001320721	SETDB2		UP, ttest: 0.000430416451456878
336	337	Agt	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031980	ENSMUST00000238882|ENSMUST00000063278	NM_007428	AGT		UP, ttest: 0.000432372017913003
337	338	Zhx3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000035877	ENSMUST00000103112|ENSMUST00000103111|ENSMUST00000133937|ENSMUST00000109460|ENSMUST00000176141|ENSMUST00000127201	NM_177263	ZHX3		UP, ttest: 0.000436169703273028
338	339	Sesn1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038332	ENSMUST00000214835|ENSMUST00000041438|ENSMUST00000099931	NM_001013370|NM_001162908	SESN1		UP, ttest: 0.000442808437441119
339	340	Ctgf	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019997	ENSMUST00000129142|ENSMUST00000020171|ENSMUST00000176228	NM_010217	CCN2		UP, ttest: 0.000447847630461473
340	341	2810032G03Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000037735	ENSMUST00000037953|ENSMUST00000163627				UP, ttest: 0.0004582942637355741
341	342	Itpk1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000057963	ENSMUST00000191320|ENSMUST00000179210|ENSMUST00000179417|ENSMUST00000046518|ENSMUST00000178697	NM_172584	ITPK1		UP, ttest: 0.000464022894551964
342	343	Ptpn22	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027843	ENSMUST00000198530|ENSMUST00000134373|ENSMUST00000029433|ENSMUST00000197997|ENSMUST00000198701|ENSMUST00000146071|ENSMUST00000126548|ENSMUST00000196385	NM_001409795|NM_008979	PTPN22		UP, ttest: 0.000467866607972747
343	344	Acot11	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034853	ENSMUST00000065253|ENSMUST00000102762|ENSMUST00000148688|ENSMUST00000156567|ENSMUST00000140541|ENSMUST00000145061|ENSMUST00000144809	NM_001347159|NM_025590	ACOT11		UP, ttest: 0.0004782524830590271
344	345	6430598A04Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000045348	ENSMUST00000118326|ENSMUST00000149512|ENSMUST00000061789|ENSMUST00000212152	NM_175521|NM_001347505	NYAP1		UP, ttest: 0.000478820551338485
345	346	Lhfp	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048332	ENSMUST00000196913|ENSMUST00000137954|ENSMUST00000059562|ENSMUST00000147139	NM_175386	LHFPL6		UP, ttest: 0.000484624780121515
346	347	Per2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000055866	ENSMUST00000185298|ENSMUST00000069620	NM_011066	PER2		UP, ttest: 0.0005063380632474111
347	348	Ppapdc2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000040105	ENSMUST00000045674	NM_028922	PLPP6		UP, ttest: 0.000507610072465852
348	349	Ssfa2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027007	ENSMUST00000111784|ENSMUST00000133266|ENSMUST00000111785|ENSMUST00000124938|ENSMUST00000111788	NM_080558	ITPRID2		UP, ttest: 0.0005186507247109141
349	350	Arrdc3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000074794	ENSMUST00000162904|ENSMUST00000099356|ENSMUST00000159690|ENSMUST00000159856|ENSMUST00000161441|ENSMUST00000159090	NM_001042591	ARRDC3		UP, ttest: 0.000520360509179834
350	351	scl0003781.1_22	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0005234451790997291
351	352	Ptpn14	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026604	ENSMUST00000195038|ENSMUST00000097442|ENSMUST00000128275|ENSMUST00000027898|ENSMUST00000194127|ENSMUST00000148129	NM_008976	PTPN14		UP, ttest: 0.000532545293193911
352	353	Pitpnm2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029406	ENSMUST00000159010|ENSMUST00000162812|ENSMUST00000086123|ENSMUST00000161479|ENSMUST00000159628|ENSMUST00000161273|ENSMUST00000161530|ENSMUST00000161644|ENSMUST00000161938|ENSMUST00000159677	NM_001289472|NM_011256	PITPNM2		UP, ttest: 0.000540143599033036
353	354	Otud7b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038495	ENSMUST00000090785|ENSMUST00000196172|ENSMUST00000098849|ENSMUST00000138206|ENSMUST00000146660|ENSMUST00000135263|ENSMUST00000035519|ENSMUST00000132980	NM_001025614|NM_001025613	OTUD7B		UP, ttest: 0.000556362828083012
354	355	LOC676704	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.000561205014813258
355	356	Cmya5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000047419	ENSMUST00000062122	NM_023821	CMYA5		UP, ttest: 0.0005744856610263201
356	357	Klf7	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025959	ENSMUST00000055001|ENSMUST00000135075|ENSMUST00000114086	NM_033563	KLF7		UP, ttest: 0.000574671796620215
357	358	Cd109	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000046186	ENSMUST00000093812|ENSMUST00000163608	NM_153098	CD109		UP, ttest: 0.0005758658336374031
358	359	Mt2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031762	ENSMUST00000212806|ENSMUST00000034214	NM_008630			UP, ttest: 0.00057845280331622
359	360	Stard10	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030688	ENSMUST00000172630|ENSMUST00000174291|ENSMUST00000167888|ENSMUST00000172662|ENSMUST00000174083|ENSMUST00000173270|ENSMUST00000174140|ENSMUST00000164479|ENSMUST00000210192|ENSMUST00000032927|ENSMUST00000163799	NM_001360460|NM_019990	STARD10		UP, ttest: 0.0005820953769701111
360	361	Adamts1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022893	ENSMUST00000138474|ENSMUST00000023610|ENSMUST00000125897	NM_009621	ADAMTS1		UP, ttest: 0.000595345891366969
361	362	Amotl2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032531	ENSMUST00000145937|ENSMUST00000145913|ENSMUST00000134483|ENSMUST00000126616|ENSMUST00000138224|ENSMUST00000130602|ENSMUST00000190047|ENSMUST00000153911|ENSMUST00000155143|ENSMUST00000136934|ENSMUST00000035121|ENSMUST00000142011|ENSMUST00000153965|ENSMUST00000156485	NM_019764	AMOTL2		UP, ttest: 0.0005996807059386461
362	363	Pp11r	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022468	ENSMUST00000023105|ENSMUST00000100249|ENSMUST00000230430	NM_008902|NM_001168693	ENDOU		UP, ttest: 0.000611274462885426
363	364	Nkd2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021567	ENSMUST00000138899|ENSMUST00000222004|ENSMUST00000221679|ENSMUST00000118096|ENSMUST00000022051	NM_001347535|NM_028186	NKD2		UP, ttest: 0.00061841180235682
364	365	Chst2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033350	ENSMUST00000036267	NM_018763	CHST2		UP, ttest: 0.000634541842835349
365	366	Ihpk2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032599	ENSMUST00000194875|ENSMUST00000193970|ENSMUST00000195580|ENSMUST00000193634|ENSMUST00000193055|ENSMUST00000192226|ENSMUST00000194782|ENSMUST00000192028|ENSMUST00000195514|ENSMUST00000085018|ENSMUST00000193560|ENSMUST00000192307	NM_029634|NM_001379601|NM_001379600|NM_001379602|NM_001379603	IP6K2		UP, ttest: 0.0006427033769286811
366	367	Ppp1r10	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039220	ENSMUST00000133641|ENSMUST00000130124|ENSMUST00000087211|ENSMUST00000151664|ENSMUST00000151375|ENSMUST00000087210|ENSMUST00000154856	NM_001403564|NM_001357740|NM_001163818	PPP1R10		UP, ttest: 0.0006591818801455011
367	368	Myrip	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000041794	ENSMUST00000139665|ENSMUST00000133173|ENSMUST00000129168|ENSMUST00000048121|ENSMUST00000214784	NM_144557	MYRIP		UP, ttest: 0.0006684148464027131
368	369	Dlk2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000047428	ENSMUST00000166280|ENSMUST00000170271|ENSMUST00000061722|ENSMUST00000166617|ENSMUST00000188223	NM_001286028|NM_001286013	DLK2		UP, ttest: 0.000670804391028711
369	370	Rasgef1c	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020374	ENSMUST00000109172|ENSMUST00000093142|ENSMUST00000093141|ENSMUST00000063444	NM_001347462|NM_029004	RASGEF1C		UP, ttest: 0.0006784953036349141
370	371	9930012K11Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000044551	ENSMUST00000140152|ENSMUST00000153871|ENSMUST00000129767|ENSMUST00000058240|ENSMUST00000140314	NM_001004155|NM_001112735	C8orf58		UP, ttest: 0.0006934101451290361
371	372	1110067D22Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000042363	ENSMUST00000132928|ENSMUST00000154300|ENSMUST00000047028|ENSMUST00000144441	NM_173752	LGALSL		UP, ttest: 0.0006955191926394551
372	373	Tle3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032280	ENSMUST00000178113|ENSMUST00000162281|ENSMUST00000162583|ENSMUST00000161194|ENSMUST00000159386|ENSMUST00000034820|ENSMUST00000161207|ENSMUST00000160882|ENSMUST00000160724|ENSMUST00000162127|ENSMUST00000159140|ENSMUST00000159630|ENSMUST00000160541|ENSMUST00000159050|ENSMUST00000162962|ENSMUST00000162973|ENSMUST00000161689|ENSMUST00000161993	NM_001083928|NM_009389|NM_001083927	TLE3		UP, ttest: 0.0007106317899851511
373	374	Mat2a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000053907	ENSMUST00000206368|ENSMUST00000205335|ENSMUST00000206692|ENSMUST00000206783|ENSMUST00000205823|ENSMUST00000206900|ENSMUST00000206904|ENSMUST00000206962|ENSMUST00000059472|ENSMUST00000205384	NM_001363799|NM_145569|NM_001363798	MAT2A		UP, ttest: 0.000712395358243673
374	375	Tle3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032280	ENSMUST00000178113|ENSMUST00000162281|ENSMUST00000162583|ENSMUST00000161194|ENSMUST00000159386|ENSMUST00000034820|ENSMUST00000161207|ENSMUST00000160882|ENSMUST00000160724|ENSMUST00000162127|ENSMUST00000159140|ENSMUST00000159630|ENSMUST00000160541|ENSMUST00000159050|ENSMUST00000162962|ENSMUST00000162973|ENSMUST00000161689|ENSMUST00000161993	NM_001083928|NM_009389|NM_001083927	TLE3		UP, ttest: 0.0007288886946059881
375	376	Tm6sf1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038623	ENSMUST00000134861|ENSMUST00000126334|ENSMUST00000041890|ENSMUST00000147977|ENSMUST00000124616|ENSMUST00000130006|ENSMUST00000119543	NM_001291282|NM_145375	TM6SF1		UP, ttest: 0.000769394759204164
376	377	Ifngr1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020009	ENSMUST00000110989|ENSMUST00000020188|ENSMUST00000171772|ENSMUST00000172253|ENSMUST00000164591|ENSMUST00000168074	NM_010511	IFNGR1		UP, ttest: 0.0007758106364010131
377	378	Cdkn1a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000023067	ENSMUST00000122348|ENSMUST00000119901|ENSMUST00000232979|ENSMUST00000233296|ENSMUST00000023829	NM_007669|NM_001111099	CDKN1A		UP, ttest: 0.000790647925086853
378	379	Usp2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032010	ENSMUST00000114830|ENSMUST00000175816|ENSMUST00000034508|ENSMUST00000177422|ENSMUST00000176416|ENSMUST00000176022|ENSMUST00000065461|ENSMUST00000176671|ENSMUST00000177054	NM_016808|NM_198092|NM_001407818|NM_001407822|NM_001407820|NM_001407819|NM_001407821|NM_198091	USP2		UP, ttest: 0.0007952461368270701
379	380	Rapgef3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022469	ENSMUST00000175894|ENSMUST00000134371|ENSMUST00000155810|ENSMUST00000134885|ENSMUST00000129223|ENSMUST00000153464|ENSMUST00000146620|ENSMUST00000153241|ENSMUST00000123397|ENSMUST00000135080|ENSMUST00000126854|ENSMUST00000128775|ENSMUST00000149419|ENSMUST00000142196|ENSMUST00000177352|ENSMUST00000146214|ENSMUST00000125002	NM_001357630|NM_001177811|NM_001177810|NM_144850	RAPGEF3		UP, ttest: 0.000810094627556636
380	381	LOC100045882	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0008573088756879671
381	382	Camk2n1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000046447	ENSMUST00000050918	NM_025451	CAMK2N1		UP, ttest: 0.0008575425492882321
382	383	Ccbl1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039648	ENSMUST00000113662|ENSMUST00000148555|ENSMUST00000113661|ENSMUST00000113660|ENSMUST00000113663|ENSMUST00000149522|ENSMUST00000113659|ENSMUST00000044038	NM_172404|NM_001356474|NM_001356475	KYAT1		UP, ttest: 0.000857606246897556
383	384	Gfpt2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020363	ENSMUST00000020629|ENSMUST00000130129	NM_013529	GFPT2		UP, ttest: 0.0008610808659623051
384	385	Shank3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022623	ENSMUST00000167173|ENSMUST00000039074|ENSMUST00000135214|ENSMUST00000229559|ENSMUST00000109309|ENSMUST00000238458|ENSMUST00000230807|ENSMUST00000154240|ENSMUST00000123799|ENSMUST00000066545	NM_021423	SHANK3		UP, ttest: 0.0009183934414938581
385	386	Stk32a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039954	ENSMUST00000235682|ENSMUST00000045477|ENSMUST00000236899|ENSMUST00000237797	NM_178749	STK32A		UP, ttest: 0.000932123212768049
386	387	Chka	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024843	ENSMUST00000146463|ENSMUST00000025760|ENSMUST00000072055|ENSMUST00000125411|ENSMUST00000128694|ENSMUST00000153343|ENSMUST00000127544|ENSMUST00000125013|ENSMUST00000139655|ENSMUST00000154467|ENSMUST00000124219|ENSMUST00000148325|ENSMUST00000125859|ENSMUST00000125640	NM_001271496|NM_013490	CHKA		UP, ttest: 0.0009347057736102491
387	388	Smarcd2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000078619	ENSMUST00000021052|ENSMUST00000132278|ENSMUST00000140255|ENSMUST00000106841|ENSMUST00000106843|ENSMUST00000155243|ENSMUST00000174253|ENSMUST00000155514|ENSMUST00000174017	NM_001130187|NM_031878	SMARCD2		UP, ttest: 0.0009361635144692391
388	389	Pmaip1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024521	ENSMUST00000237161|ENSMUST00000236933|ENSMUST00000025399	NM_021451	PMAIP1		UP, ttest: 0.000957271729976111
389	390	Tbc1d9b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000036644	ENSMUST00000147628|ENSMUST00000093138|ENSMUST00000126758|ENSMUST00000137852|ENSMUST00000148887|ENSMUST00000141520|ENSMUST00000101270|ENSMUST00000124605	NM_001290759|NM_001290760|NM_029745	TBC1D9B		UP, ttest: 0.00101810632198888
390	391	Adamtsl4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000015850	ENSMUST00000148854|ENSMUST00000015994|ENSMUST00000124410|ENSMUST00000151054|ENSMUST00000117782	NM_001301705|NM_144899	ADAMTSL4		UP, ttest: 0.00102805435318387
391	392	Ranbp9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038546	ENSMUST00000221092|ENSMUST00000222239|ENSMUST00000222651|ENSMUST00000222023|ENSMUST00000144326|ENSMUST00000220529|ENSMUST00000220601|ENSMUST00000220500	NM_019930	RANBP9		UP, ttest: 0.00103784494580704
392	393	4933426M11Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021133	ENSMUST00000068519|ENSMUST00000219720|ENSMUST00000220238	NM_001242419|NM_178682	SUSD6		UP, ttest: 0.00104768196871044
393	394	Dbt	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000000340	ENSMUST00000196376|ENSMUST00000000349|ENSMUST00000197201|ENSMUST00000199614	NM_001409894|NM_001357344|NM_001409893|NM_001409891|NM_001409897|NM_010022	DBT		UP, ttest: 0.00106479890286131
394	395	Megf9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039270	ENSMUST00000037881|ENSMUST00000107359	NM_172694	MEGF9		UP, ttest: 0.00107401090996078
395	396	BC053440	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0010803451591989
396	397	Dclre1b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027845	ENSMUST00000198752|ENSMUST00000128716|ENSMUST00000029435|ENSMUST00000106834|ENSMUST00000147894|ENSMUST00000106832|ENSMUST00000063502|ENSMUST00000198835	NM_001025312|NM_133865	DCLRE1B		UP, ttest: 0.00108824207236802
397	398	Tenc1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000037003	ENSMUST00000229035|ENSMUST00000229592|ENSMUST00000169627|ENSMUST00000228958|ENSMUST00000229097|ENSMUST00000230474|ENSMUST00000229800|ENSMUST00000229908|ENSMUST00000046144	NM_153533|NM_001355636	TNS2		UP, ttest: 0.00109601350373772
398	399	Lpin1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020593	ENSMUST00000239165|ENSMUST00000221297|ENSMUST00000221789|ENSMUST00000238839|ENSMUST00000223129|ENSMUST00000221146|ENSMUST00000067124|ENSMUST00000222989|ENSMUST00000111067|ENSMUST00000221230	NM_001130412|NM_001355598|NM_172950|NM_015763	LPIN1		UP, ttest: 0.00111328213142185
399	400	2010107H07Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000058351	ENSMUST00000064032|ENSMUST00000203261|ENSMUST00000090205|ENSMUST00000049732	NM_001308464|NM_001308091|NM_001308466	SMIM4		UP, ttest: 0.00115269314837857
400	401	D15Mit260	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033039	ENSMUST00000229113|ENSMUST00000229048|ENSMUST00000229694|ENSMUST00000230202|ENSMUST00000229004|ENSMUST00000229031|ENSMUST00000230779|ENSMUST00000040320	NM_177461	MICALL1		UP, ttest: 0.00125210823604064
401	402	6720458D17Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039115	ENSMUST00000149150|ENSMUST00000124360|ENSMUST00000044165|ENSMUST00000155437|ENSMUST00000124422|ENSMUST00000125021	NM_133721|NM_001113514	ITGA9		UP, ttest: 0.00125715664866056
402	403	Pxmp2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029499	ENSMUST00000155266|ENSMUST00000126882|ENSMUST00000031472|ENSMUST00000141550	NM_008993|NM_001405245	PXMP2		UP, ttest: 0.00130191461687239
403	404	Adora1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000042429	ENSMUST00000187631|ENSMUST00000169927|ENSMUST00000038191|ENSMUST00000086465	NM_001008533|NM_001291930|NM_001282945|NM_001039510	ADORA1		UP, ttest: 0.00132401020158875
404	405	Accn1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020704	ENSMUST00000066197|ENSMUST00000021045	NM_007384|NM_001034013	ASIC2		UP, ttest: 0.00134015963885096
405	406	Egfr	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020122	ENSMUST00000125984|ENSMUST00000102884|ENSMUST00000138518|ENSMUST00000020329|ENSMUST00000139722	NM_207655|NM_007912	EGFR		UP, ttest: 0.00136374897226154
406	407	P4ha2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000018906	ENSMUST00000125651|ENSMUST00000155299|ENSMUST00000126840|ENSMUST00000135596|ENSMUST00000093107|ENSMUST00000125132|ENSMUST00000151218|ENSMUST00000142583|ENSMUST00000019050|ENSMUST00000129499|ENSMUST00000139315|ENSMUST00000174616|ENSMUST00000135653|ENSMUST00000138477|ENSMUST00000141258	NM_011031|NM_001136076	P4HA2		UP, ttest: 0.00137514174994916
407	408	Ankrd54	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033055	ENSMUST00000156411|ENSMUST00000133541|ENSMUST00000153003|ENSMUST00000128631|ENSMUST00000229322|ENSMUST00000125523|ENSMUST00000151889|ENSMUST00000040676	NM_001378990|NM_001378988|NM_001378989|NM_144849	ANKRD54		UP, ttest: 0.00138924058257875
408	409	Fam178a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000036097	ENSMUST00000236356|ENSMUST00000236895|ENSMUST00000096053	NM_001081225|NM_172638	SLF2		UP, ttest: 0.00143956255228374
409	410	2610528O22Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034602	ENSMUST00000219203|ENSMUST00000037557|ENSMUST00000218253|ENSMUST00000219515|ENSMUST00000219001|ENSMUST00000073792|ENSMUST00000222536|ENSMUST00000219290|ENSMUST00000218735|ENSMUST00000220201|ENSMUST00000219241|ENSMUST00000170935	NM_153395|NM_001163024|NM_001163025	MON2		UP, ttest: 0.00144076360037823
410	411	Mcc	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000071856	ENSMUST00000202090|ENSMUST00000201270|ENSMUST00000164666|ENSMUST00000089874|ENSMUST00000202845	NM_001085374|NM_001085373	MCC		UP, ttest: 0.00147748092577001
411	412	Frmpd1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000035615	ENSMUST00000107804|ENSMUST00000134280|ENSMUST00000044773	NM_001081172	FRMPD1		UP, ttest: 0.00149292745258148
412	413	2210419D22Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00152934242573093
413	414	Megf10	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024593	ENSMUST00000075770|ENSMUST00000139892	NM_001001979	MEGF10		UP, ttest: 0.00155556713705755
414	415	Gab3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032750	ENSMUST00000129495|ENSMUST00000037374|ENSMUST00000114104|ENSMUST00000127024|ENSMUST00000114109	NM_001251890|NM_181584	GAB3		UP, ttest: 0.00156806684090459
415	416	Cldn1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022512	ENSMUST00000023154|ENSMUST00000232215	NM_016674	CLDN1		UP, ttest: 0.00157085594487439
416	417	Doc2b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020848	ENSMUST00000021209	NM_007873	DOC2B		UP, ttest: 0.00157449369181757
417	418	E130203B14Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000050666	ENSMUST00000053175	NM_178791|NM_001361602	VSTM4		UP, ttest: 0.00162058556257619
418	419	2310076L09Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000011305	ENSMUST00000019808|ENSMUST00000113072	NM_025874|NM_001077348	PLIN5		UP, ttest: 0.00162323939739579
419	420	9330159F19Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000004360	ENSMUST00000213489|ENSMUST00000213490|ENSMUST00000092627	NM_001162537	KIAA0408		UP, ttest: 0.0016365885578303
420	421	LOC192758	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00163751598028937
421	422	1700019D03Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000043629	ENSMUST00000114493|ENSMUST00000190831|ENSMUST00000190726|ENSMUST00000191441|ENSMUST00000050567|ENSMUST00000114492|ENSMUST00000186266	NM_001368276|NM_001368274|NM_001368278|NM_001368279|NM_001368281|NM_001368280|NM_001368277|NM_144953	C2orf88		UP, ttest: 0.00167471688695499
422	423	Nrap	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000049134	ENSMUST00000167239|ENSMUST00000169099|ENSMUST00000040711|ENSMUST00000166203|ENSMUST00000073536|ENSMUST00000095947	NM_001286552|NM_001403196|NM_001403180|NM_001403194|NM_008733|NM_198059|NM_001403186|NM_001403195|NM_001403176|NM_001403185	NRAP		UP, ttest: 0.00169407402451285
423	424	Snta1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027488	ENSMUST00000109728|ENSMUST00000028991|ENSMUST00000133018	NM_009228	SNTA1		UP, ttest: 0.00173779946357273
424	425	Slitrk5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033214	ENSMUST00000227891|ENSMUST00000042767	NM_198865|NM_001378768|NM_001378769|NM_001378770	SLITRK5		UP, ttest: 0.00187782303824375
425	426	Camk2n1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000046447	ENSMUST00000050918	NM_025451	CAMK2N1		UP, ttest: 0.00201566928019198
