	Index	Gene_name	Gene_list_index	Gene_list_name	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
101	102	Map3k6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028862	ENSMUST00000030677|ENSMUST00000123612|ENSMUST00000134895|ENSMUST00000127681	NM_016693	MAP3K6		UP, ttest: 6.636806698364459e-06
102	103	E030024C07Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 6.67462233393823e-06
103	104	Dleu2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000097589	ENSMUST00000242933|ENSMUST00000242022|ENSMUST00000242109|ENSMUST00000244291|ENSMUST00000245330|ENSMUST00000241214|ENSMUST00000243976|ENSMUST00000193208|ENSMUST00000245094|ENSMUST00000182768|ENSMUST00000182286|ENSMUST00000183245|ENSMUST00000191650|ENSMUST00000242814|ENSMUST00000241648|ENSMUST00000182756|ENSMUST00000241254|ENSMUST00000246543|ENSMUST00000182537|ENSMUST00000182325|ENSMUST00000243481|ENSMUST00000243421|ENSMUST00000244516|ENSMUST00000244987|ENSMUST00000240856|ENSMUST00000241420|ENSMUST00000242084|ENSMUST00000244789|ENSMUST00000242178|ENSMUST00000242760|ENSMUST00000180917|ENSMUST00000240980|ENSMUST00000242273|ENSMUST00000183054|ENSMUST00000242386|ENSMUST00000182957|ENSMUST00000242204|ENSMUST00000242564|ENSMUST00000242219|ENSMUST00000243902|ENSMUST00000242148|ENSMUST00000242311|ENSMUST00000244369|ENSMUST00000241672|ENSMUST00000183066|ENSMUST00000244447|ENSMUST00000241378|ENSMUST00000183079|ENSMUST00000244315|ENSMUST00000182259|ENSMUST00000180377				UP, ttest: 6.69799367977593e-06
104	105	Mknk2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020190	ENSMUST00000198819|ENSMUST00000199949|ENSMUST00000197276|ENSMUST00000200082|ENSMUST00000003433	NM_021462	MKNK2		UP, ttest: 6.881190052607349e-06
105	106	Smox	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027333	ENSMUST00000183881|ENSMUST00000110182|ENSMUST00000151627|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000110189|ENSMUST00000110186|ENSMUST00000110181|ENSMUST00000129143|ENSMUST00000131698|ENSMUST00000110180|ENSMUST00000151143|ENSMUST00000028806|ENSMUST00000183947|ENSMUST00000149180|ENSMUST00000110183|ENSMUST00000110179	NM_001177837|NM_001177839|NM_001177836|NM_001177833|NM_145533|NM_001177834|NM_001177838|NM_001177835|NM_001177840	SMOX		UP, ttest: 6.992358104997309e-06
106	107	9430029L20Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000052040	ENSMUST00000183907|ENSMUST00000063694|ENSMUST00000183817|ENSMUST00000185175	NM_021366	KLF13		UP, ttest: 7.431387311175759e-06
107	108	Mbd1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024561	ENSMUST00000239157|ENSMUST00000097530|ENSMUST00000224047|ENSMUST00000224332|ENSMUST00000224907|ENSMUST00000224159|ENSMUST00000237568	NM_013594|NM_001402889|NM_001357422|NM_001357423|NM_001357421	MBD1		UP, ttest: 7.49705173744786e-06
108	109	Lims2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024395	ENSMUST00000223753|ENSMUST00000225404|ENSMUST00000226112|ENSMUST00000224328|ENSMUST00000234678|ENSMUST00000225470|ENSMUST00000233994|ENSMUST00000225125|ENSMUST00000025254|ENSMUST00000224383|ENSMUST00000234549|ENSMUST00000225400	NM_001365015|NM_001379138|NM_001379137|NM_144862	LIMS2		UP, ttest: 7.497787920196849e-06
109	110	Sesn1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038332	ENSMUST00000214835|ENSMUST00000041438|ENSMUST00000099931	NM_001013370|NM_001162908	SESN1		UP, ttest: 7.79390005183082e-06
110	111	Cables1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000040957	ENSMUST00000046948|ENSMUST00000225430|ENSMUST00000171109	NM_001146287|NM_022021	CABLES1		UP, ttest: 8.30580897838414e-06
111	112	LOC100046741	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 8.41597314647065e-06
112	113	Rbpms	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031586	ENSMUST00000182987|ENSMUST00000182926|ENSMUST00000033995|ENSMUST00000191473|ENSMUST00000183088|ENSMUST00000182184|ENSMUST00000053251|ENSMUST00000182871|ENSMUST00000183122|ENSMUST00000231786|ENSMUST00000231942|ENSMUST00000182256|ENSMUST00000033994|ENSMUST00000183336|ENSMUST00000183062	NM_019733|NM_001042674|NM_001042675|NM_001286168	RBPMS		UP, ttest: 8.790725705708758e-06
113	114	Dpep1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019278	ENSMUST00000212773|ENSMUST00000212409|ENSMUST00000019422	NM_007876	DPEP1		UP, ttest: 9.19486085548172e-06
114	115	4631426J05Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030930	ENSMUST00000077472|ENSMUST00000132508|ENSMUST00000080215|ENSMUST00000207068	NM_029935|NM_001360768	CHST15		UP, ttest: 9.275537326795319e-06
115	116	Foxo3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048756	ENSMUST00000177542|ENSMUST00000056974|ENSMUST00000105501|ENSMUST00000175881|ENSMUST00000105502	NM_001376967|NM_019740	FOXO3		UP, ttest: 9.480450902418519e-06
116	117	Ehd3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024065	ENSMUST00000233212|ENSMUST00000024860	NM_020578	EHD3		UP, ttest: 9.510982384913899e-06
117	118	Nudt9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029310	ENSMUST00000142018|ENSMUST00000128511|ENSMUST00000134313|ENSMUST00000150226|ENSMUST00000148261|ENSMUST00000031250	NM_028794	NUDT9		UP, ttest: 9.56559906707438e-06
118	119	Phca	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030760	ENSMUST00000206182|ENSMUST00000137899|ENSMUST00000120520|ENSMUST00000151258|ENSMUST00000033020	NM_025408|NM_001360616|NM_001360617|NM_001360615	ACER3		UP, ttest: 1.04076048664341e-05
119	120	Snta1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027488	ENSMUST00000109728|ENSMUST00000028991|ENSMUST00000133018	NM_009228	SNTA1		UP, ttest: 1.0960511851583e-05
120	121	Vasn	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039646	ENSMUST00000138044|ENSMUST00000038770	NM_139307	VASN		UP, ttest: 1.12945811276162e-05
121	122	Txnip	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038393	ENSMUST00000196871|ENSMUST00000128221|ENSMUST00000074519|ENSMUST00000151832|ENSMUST00000144639|ENSMUST00000049093	NM_001009935|NM_023719	TXNIP		UP, ttest: 1.14257296856734e-05
122	123	Car14	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038526	ENSMUST00000126722|ENSMUST00000149202|ENSMUST00000147962|ENSMUST00000036181	NM_001355752|NM_001355750|NM_001355751|NM_011797	CA14		UP, ttest: 1.24869827841528e-05
123	124	Plekhf1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000074170	ENSMUST00000098513	NM_024413	PLEKHF1		UP, ttest: 1.26088481181596e-05
124	125	Cacna1d	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000015968	ENSMUST00000112250|ENSMUST00000238735|ENSMUST00000224395|ENSMUST00000238524|ENSMUST00000238504|ENSMUST00000223985|ENSMUST00000225353|ENSMUST00000225717|ENSMUST00000238568|ENSMUST00000238675|ENSMUST00000112249|ENSMUST00000238690|ENSMUST00000223803|ENSMUST00000224785|ENSMUST00000224198|ENSMUST00000224912|ENSMUST00000224073|ENSMUST00000238571|ENSMUST00000223573|ENSMUST00000238336	NM_001083616|NM_001302637|NM_028981	CACNA1D		UP, ttest: 1.28174031356391e-05
125	126	Foxo1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000044167	ENSMUST00000053764	NM_019739	FOXO1		UP, ttest: 1.31272646273322e-05
126	127	Lims2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024395	ENSMUST00000223753|ENSMUST00000225404|ENSMUST00000226112|ENSMUST00000224328|ENSMUST00000234678|ENSMUST00000225470|ENSMUST00000233994|ENSMUST00000225125|ENSMUST00000025254|ENSMUST00000224383|ENSMUST00000234549|ENSMUST00000225400	NM_001365015|NM_001379138|NM_001379137|NM_144862	LIMS2		UP, ttest: 1.40888840349246e-05
127	128	Pnpla2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025509	ENSMUST00000169665|ENSMUST00000164016|ENSMUST00000064151|ENSMUST00000026583|ENSMUST00000165487|ENSMUST00000169723|ENSMUST00000164924	NM_025802|NM_001163689	PNPLA2		UP, ttest: 1.41118244102572e-05
128	129	Cstf3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027176	ENSMUST00000137961|ENSMUST00000126539|ENSMUST00000122900|ENSMUST00000124944|ENSMUST00000028599|ENSMUST00000131761	NM_177253|NM_145529|NM_001037326	CSTF3		UP, ttest: 1.45302378928089e-05
129	130	Rbpms	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031586	ENSMUST00000182987|ENSMUST00000182926|ENSMUST00000033995|ENSMUST00000191473|ENSMUST00000183088|ENSMUST00000182184|ENSMUST00000053251|ENSMUST00000182871|ENSMUST00000183122|ENSMUST00000231786|ENSMUST00000231942|ENSMUST00000182256|ENSMUST00000033994|ENSMUST00000183336|ENSMUST00000183062	NM_019733|NM_001042674|NM_001042675|NM_001286168	RBPMS		UP, ttest: 1.47476293799287e-05
130	131	Adora2b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000018500	ENSMUST00000018644	NM_007413	ADORA2B		UP, ttest: 1.60342862061384e-05
